GI_21729887-A,GI_13787188-A,GI_40254432-S,GI_42659113-S,GI_19923309-S,GI_6006027-S,GI_4757909-S,GI_21389588-S,GI_5453687-S,GI_16936521-S,GI_34328938-A,GI_25777740-S,GI_22027631-I,GI_37550393-S,GI_39725953-S,GI_31982893-S,GI_7662281-S,GI_34106709-A,GI_23346417-S,GI_23312375-A,GI_22095374-S,GI_38455386-S,GI_21361309-S,GI_5803118-S,GI_38788154-I,GI_5803174-S,GI_42403584-A,GI_31442419-S,GI_20336241-S,GI_25952086-S,GI_40806213-S,GI_21362109-S,GI_42734372-S,GI_13787214-I,GI_33598967-S,GI_31342420-S,GI_10518505-A,GI_21359847-S,GI_40538800-S,GI_19923751-S,GI_28916697-S,GI_18379345-S,GI_30410789-A,GI_24308026-S,GI_37540466-S,GI_37540257-S,GI_19311005-S,GI_18677732-S,GI_39995097-S,GI_31742495-S,GI_7706352-S,GI_6382080-S,GI_31621308-S,GI_21327704-A,GI_8923931-S,GI_22749412-S,GI_23503316-S,GI_24308361-S,GI_37574699-S,GI_42657580-S,GI_20070311-S,GI_16306551-S,GI_42658518-S,GI_23312363-A,GI_39725713-S,GI_20547782-S,GI_17402885-I,GI_34303921-S,GI_34577117-S,GI_37546824-S,GI_25952130-S,GI_27735148-S,GI_7705613-S,GI_37537553-S,GI_19923454-S,GI_37541815-S,GI_33239448-S,GI_31317289-A,GI_13899226-S,GI_24308154-S,GI_40255263-S,GI_42658506-S,GI_22748764-S,GI_38455407-S,GI_24308234-S,GI_4557806-S,GI_4502100-S,GI_4757861-S,GI_39725653-S,GI_27735120-S,GI_4505730-S,GI_7662287-S,GI_7706670-S,GI_32130535-S,GI_27475984-S,GI_37549246-S,GI_16950598-S,GI_21618332-S,GI_22035675-S,GI_31543291-S,GI_17738313-S,GI_31083027-S,GI_41393562-I,GI_6996017-S,GI_19923880-S,GI_5730054-S,GI_31542758-S,GI_18152778-S,GI_38348409-S,GI_14149980-S,GI_20531764-S,GI_42661202-S,GI_7705784-S,GI_45120095-S,GI_14249537-S,GI_24308441-S,GI_8923558-S,GI_40385863-S,GI_28872764-A,GI_22749254-S,GI_7710156-A,GI_4557248-S,GI_31377716-S,GI_6005992-I,GI_17999533-S,GI_42660513-S,GI_31317285-A,GI_24308052-S,GI_14589915-I,GI_34147373-S,GI_33942071-S,GI_27532983-A,GI_14249127-S,GI_31377808-S,GI_17402894-A,GI_14149858-S,GI_20127565-S,GI_34222316-S,GI_21536290-S,GI_22749340-S,GI_5803014-S,GI_31543612-S,GI_4585642-S,GI_19923535-S,GI_40255112-S,GI_19923938-S,GI_28872758-A,GI_24431943-S,GI_7661567-S,GI_30474869-I,GI_11184225-S,GI_34328935-S,GI_40316923-I,GI_5922012-S,GI_22208956-S,GI_17978465-S,GI_7706676-S,GI_13518031-S,GI_32528302-S,GI_21389432-S,GI_23397461-S,GI_4503064-S,GI_21700762-S,GI_24307912-S,GI_14150026-S,GI_33186924-S,GI_37541570-S,GI_18765691-S,GI_38201613-A,GI_40217816-S,GI_24308335-S,GI_40538791-S,GI_14149729-S,GI_7661807-S,GI_39777591-S,GI_34147355-S,GI_32129213-S,GI_31343332-S,GI_21389570-S,GI_29740938-S,GI_45446748-S,GI_20336215-A,GI_40018630-A,GI_30795214-A,GI_41349438-I,GI_31341135-S,GI_39995085-S,GI_31317226-S,GI_20127497-S,GI_34222111-S,GI_5032026-S,GI_34222302-S,GI_29570789-I,GI_34222347-S,GI_32698981-S,GI_42741658-S,GI_42657464-S,GI_31542979-S,GI_21614543-S,GI_22095354-S,Classes
-0.134623,-0.065794,-0.751463,-0.588625,-0.31381,-0.218938,-0.120697,-0.00636,-0.126426,-0.263934,-0.0455,-0.037405,-0.10622,-0.051969,0.003186,-0.031616,-0.088804,-0.269094,0.170494,-0.081938,-0.084964,-0.077809,-0.169231,0.222742,-0.176473,0.765802,-0.055719,0.872062,-0.384543,0.004908,-0.517938,-0.028436,-0.12882,-0.081936,-0.042882,-0.588616,0.039564,-0.31024,-0.064027,-0.002766,-0.025441,-0.100285,-0.062885,0.110705,-0.440464,-0.038066,-0.602771,0.227938,-0.599709,0.395947,-0.040115,-0.067804,-0.0516,0.141945,-0.05404,0.093077,-0.04224,0.193827,-0.26468,0.29745,-0.198491,-0.011406,-0.377482,-0.341325,-0.057886,-0.313455,-0.089803,-0.134089,-0.080518,-0.437824,0.038245,0.29675,0.134029,-0.120204,-0.099963,-0.369188,-0.257679,-0.122313,0.14726,-0.07719,-0.399085,0.20763,-0.708686,0.138547,-0.164407,-0.320632,-0.930164,-0.43748,0.352578,-0.075348,0.357132,-0.373672,0.807797,0.203764,-0.021454,-0.536454,0.152747,-0.393337,-0.050528,-0.016601,-0.077366,-0.047383,1.460765,0.529229,-0.067701,-0.855526,0.163723,0.061566,-0.103283,0.690339,-0.417098,-0.078928,0.124768,0.15184,1.100737,-0.348644,-0.007916,-0.139627,-0.093239,0.108154,0.156185,0.154568,0.566231,-0.473952,-0.056956,-0.036284,-0.331438,0.242552,0.200542,-0.63685,0.085566,-0.396998,-0.054769,-0.65716,0.039526,0.94422,-0.085394,-0.109261,-0.03114,0.16077,-0.177167,-0.070081,0.564368,0.740504,-0.210411,-0.035862,-0.412306,-0.733795,-0.346864,0.027341,0.083311,0.999506,-0.183019,-0.3997,-0.147489,-0.515009,-0.004316,0.160751,-0.229193,0.123978,-0.618847,-0.362994,0.346142,0.451647,0.332657,0.609186,0.000178,0.320511,-0.118764,0.267463,-0.114179,0.514141,-0.024463,-0.062972,-0.096284,0.219082,-0.247235,-0.810547,-0.011187,-1.194065,0.154822,-1.058277,-0.606196,-0.402948,0.526226,-0.266896,-0.288462,-1.165834,-0.554283,-1.191502,-0.147031,0.371492,-0.157395,-0.444586,0.003399,0.323768,-0.472514,0.534971,-2.136975,0.007815,2
-0.134623,-0.065794,-0.15109,-0.19829,-0.046209,-0.027127,-0.120697,0.024127,-0.192978,-0.095153,-0.0455,-0.037405,-0.10622,-0.051969,0.003186,-0.031616,-0.088804,-0.113602,0.03462,-0.176604,0.030238,-0.694247,0.759282,0.017631,-0.047658,1.78574,-0.500498,0.996714,-2.060893,-0.047025,-0.020341,-0.028436,-0.042302,-0.081936,-0.042882,-0.730869,0.504353,0.293147,-0.134858,-0.027299,0.157618,-0.269116,-0.062885,0.635456,-0.040387,0.016872,-0.060771,-0.121753,-0.114857,-0.127981,-0.068761,-0.067804,-0.0516,-0.07442,-0.05404,0.874045,-0.04224,1.37338,-1.325991,0.049434,-0.071975,0.669731,-0.02037,-0.01158,-0.166388,-0.040883,-0.089803,-0.324879,-0.065225,-0.040665,0.627861,-0.041858,-0.068102,0.050301,1.110632,0.038405,-0.122827,-0.050977,-1.333489,0.075724,-1.535481,0.092085,0.314737,0.264076,-0.571946,0.857588,1.075,-0.035677,1.74304,-0.521314,0.511875,-0.032281,0.028761,0.081704,-0.185985,-0.074016,-0.077094,-0.124585,-0.045534,-0.067358,-0.65442,0.114595,1.711279,-0.075937,-0.067701,-2.117858,-1.151353,1.127611,-0.032617,-0.035769,-0.093189,-0.078928,0.027856,1.659094,1.482445,-0.096241,-0.015422,-0.052722,-0.093239,1.2889,0.061305,0.073725,-2.333502,-0.072815,-0.786011,-0.036284,-0.065285,0.243686,0.005017,-0.072968,0.466823,-0.12277,-0.054769,-0.545958,-0.060436,1.323471,-0.325816,-0.109261,1.011699,0.718497,0.326923,-0.070081,1.1054,0.864869,-0.204211,-0.035862,-0.067558,-0.125811,0.151539,0.902708,-0.03915,1.225126,0.585051,0.839474,0.077042,1.4556,1.745998,1.157371,-0.092956,1.021282,0.11828,-0.159064,0.0764,0.805795,-0.049253,0.058416,0.057695,0.092059,0.531569,-0.101896,-0.059442,1.159125,-0.024463,-0.062972,0.700323,0.545716,-0.499308,-0.133961,0.942381,-0.123148,0.123034,-0.085035,1.675337,-0.048945,0.758481,0.06291,0.384635,-0.103373,0.55761,-0.117823,-0.287457,-0.666488,-0.052364,-0.061387,1.127025,0.092341,-0.01475,0.565574,0.773386,-0.06533,2
-0.497273,-0.223733,0.443378,-0.403674,0.486986,-0.484783,-0.545339,-0.85305,-0.078409,-0.151972,-0.513892,-0.227179,-0.177549,-0.046736,0.020202,-0.134245,-0.023418,-0.104233,-0.018527,-0.255753,0.207836,-1.03997,-0.45573,-0.712091,-0.146604,-0.333839,-0.09546,-0.49603,0.695349,-0.499875,0.497787,-0.168225,-0.037597,-0.200841,0.356331,-0.126413,0.226564,0.561909,-0.27988,-0.784979,-0.18721,0.310271,-0.197761,0.071949,-0.150967,-0.831704,0.363965,0.963454,0.560046,-0.050907,-0.494629,0.171073,0.106303,-0.227103,-0.395812,-0.164484,-0.46968,-0.040403,-0.551442,0.428199,0.23733,-0.523568,-0.705885,-0.339354,-0.22765,0.228415,-0.275053,-0.257346,-0.00114,0.477626,-0.220899,-0.278735,0.078048,0.077114,-0.269296,-0.490377,-0.317669,0.390434,-0.055948,-0.02587,0.280986,0.283981,-0.065512,-0.69462,0.19807,-0.845326,0.465082,-0.393537,-1.338452,-0.124345,-1.01915,0.391686,0.704478,0.269897,0.103028,-0.291831,-0.499984,0.538775,-0.461752,-0.321287,-0.437694,-0.128784,-0.548507,-0.59885,-0.215178,0.566264,0.429996,-0.473939,0.440209,-0.656749,0.136418,0.244266,0.449773,-0.196765,-0.262073,0.432642,-0.04177,0.032395,-0.171682,0.032342,-0.392539,-0.245748,0.692783,-0.259522,-0.722419,1.196091,-0.453709,-0.36638,-0.186351,-0.24038,-0.845122,0.254763,0.573852,-0.289333,-0.127902,0.078053,0.059231,0.373566,-0.325629,-0.469605,-0.195966,0.07434,0.312589,-0.523983,0.627043,-0.154037,0.017096,0.027011,-0.22108,-0.344344,-0.189148,-0.618143,0.142926,-0.411864,0.071302,0.356786,-1.623548,-0.652146,0.879158,-0.210955,0.636571,0.360903,-0.161659,-0.335756,0.208754,-0.05745,0.101544,-0.652653,-0.521219,0.415094,0.351614,0.095276,-0.281596,0.405965,-0.998917,-0.27378,-0.391434,0.393598,-0.553857,0.15183,-0.290598,0.777852,0.645561,0.408858,0.576661,-0.641928,-0.008346,1.176954,-0.054832,0.321072,-0.270277,-0.577402,-0.036812,-0.032649,-0.508344,0.286386,0.008541,-0.429243,0.507537,0.034501,2
-0.073464,-0.222777,-3.460733,-0.569512,-0.750839,-0.684758,0.094742,-0.169686,-0.58972,0.082173,-0.913196,-0.374068,-0.626815,-1.389869,-1.012642,0.014118,-0.397435,-0.64191,-0.742092,-0.803526,-0.425074,-0.650095,0.027239,0.178203,-1.693483,0.140146,-0.46682,0.948914,-0.776922,-1.083001,-1.685952,-0.505413,-1.156445,-0.203186,0.239069,-1.505727,-0.301432,0.787814,-0.885703,-0.608446,0.292506,-0.849211,-1.612399,0.018489,-0.407259,-0.05189,-0.638711,-0.38956,0.201721,-0.371382,-0.424002,0.042844,0.315035,0.02041,-0.36432,0.171077,-0.560857,0.302491,-0.299301,-0.705598,-0.734174,0.14726,-0.109642,-0.584681,0.292724,-0.354242,-1.064139,-1.231103,-0.327136,-0.358955,-0.354528,-0.01874,-0.596818,0.050301,0.310748,0.684522,-0.98083,-0.672759,0.031277,0.253427,-0.473829,-0.355479,0.05452,-0.117375,-1.028234,0.597363,0.260965,-0.71855,0.826355,-0.435164,-0.362464,-0.252867,-0.043564,-0.345557,-1.149055,-0.537479,-1.196013,-0.265084,-0.528703,-0.469381,-0.156817,-0.546797,-0.460258,-0.199598,-0.73456,-0.911647,-0.418356,0.435467,-0.581217,0.255485,-0.837324,0.039348,-0.385766,0.75057,0.00231,-1.115776,0.523746,-0.46009,-0.874334,0.582243,0.27988,1.233437,-1.137027,-0.960942,-0.317171,0.235573,-0.539474,0.148659,-0.772005,-0.80515,0.078896,-0.745593,-0.39297,-0.750726,-0.736475,0.151601,-0.231634,-1.644796,-0.230003,-0.133348,-0.457478,-0.78345,0.927055,0.401943,-0.817374,-0.503148,-0.487481,-1.169501,-0.317826,-0.078806,-0.008057,-0.259842,-0.154691,0.23747,0.239779,0.724948,0.871998,0.130955,0.119758,0.808436,-0.330773,-1.015166,0.330309,0.062269,-0.476166,-0.734462,-0.534996,-0.093823,0.01294,-0.627437,-0.692898,-0.081438,-0.287381,-0.554339,0.229961,0.315785,-0.851892,-1.431692,0.667941,-0.739998,0.21407,-0.360486,0.76445,-0.159698,0.735347,-0.301375,0.145065,-0.733487,0.209826,-1.485888,-0.356651,-0.038947,-1.454379,-0.818092,0.904989,0.183284,-0.299535,0.044434,1.636282,-0.413208,2
0.599694,0.182229,1.728119,-0.02478,0.236096,0.531537,-0.770051,-0.100226,0.777717,0.316281,0.358409,0.388945,0.55005,0.846863,0.866799,0.540793,0.43231,0.318602,0.432027,1.004308,-0.233109,0.096221,0.594163,-0.064517,1.301884,0.269053,0.702682,-0.057444,0.690361,-0.270585,1.399679,0.317011,0.109825,0.435267,-0.147266,0.939325,0.1215,-0.213243,0.689099,0.845195,0.565602,0.53864,1.245072,-0.172001,0.883136,1.348058,0.594352,0.524807,0.133437,0.22511,0.245635,0.46322,-0.066466,0.705272,0.737111,-0.24179,0.22011,-0.250702,0.494959,0.799147,-0.055922,0.029468,0.68526,0.39639,-0.565177,0.275573,0.884179,1.046894,0.749791,0.269172,0.519303,0.115074,0.951008,-0.128574,0.078534,-0.36364,0.547171,0.132048,0.40034,0.270897,0.13823,1.097586,-0.382011,0.656737,0.421632,-0.799433,0.23009,0.436322,-0.954831,1.083851,0.685784,0.146008,0.082676,-0.017863,1.382975,0.255249,1.000108,0.239064,0.883124,0.662242,0.638968,0.001009,0.341114,1.408361,0.660042,0.546046,0.059001,0.655533,0.340248,-0.258547,0.897306,-0.116327,0.072097,-0.861792,0.389601,0.341852,0.119187,0.253428,0.719828,0.412378,0.012929,-0.507357,1.083287,0.732713,0.734613,0.058273,0.399198,1.331137,0.684568,0.237234,-0.306466,0.914011,0.471479,0.629637,1.040991,1.185256,0.693353,1.146762,-0.757532,0.03567,0.474042,0.627273,0.028744,-0.016485,0.694099,0.368362,0.13885,1.361408,0.461831,-0.217477,-0.006062,0.701179,0.8483,-0.505232,0.157629,0.122164,-1.41931,0.5123,-0.254683,-0.475677,-0.66274,0.908769,0.047299,0.120135,0.16568,1.153517,-0.04405,0.06207,0.195243,0.775115,0.355448,0.743399,0.480169,0.37798,0.386954,0.206655,0.225709,0.866088,-0.618126,0.867026,0.233826,0.225796,-0.932701,-0.129457,-0.699596,-0.488803,0.130732,0.896964,0.280469,1.168507,1.296279,0.517381,0.714595,1.160152,0.512391,0.313223,0.187753,0.214304,0.200792,0.555778,2
-0.636983,-0.138626,0.730624,0.051684,-0.214728,-0.788676,1.650597,0.070213,0.551687,-0.79581,0.623713,0.49758,-0.78173,1.054293,0.165407,-0.641974,0.817278,0.181099,-0.250586,-0.697798,0.000851,-0.08494,-0.18296,-0.777432,0.984389,0.274529,-0.005112,-0.65954,0.431705,-0.251884,1.096694,0.092879,0.116005,0.599765,-0.188324,0.403897,0.068704,-0.274543,-0.451084,0.531643,-0.535012,-0.235635,0.076853,0.047372,0.391909,0.543285,0.157572,-0.799855,0.093357,0.549508,0.632742,0.101965,-0.466847,-1.311816,0.221013,-0.659641,0.908838,0.298543,0.566258,0.629323,0.620931,-0.024872,0.535052,0.128378,0.190163,-0.1278,0.265021,0.130103,0.635225,0.055601,-0.301507,-0.242467,-0.394711,-0.456319,0.234964,0.564176,-0.199913,-0.212833,-1.396761,0.505909,0.489737,-0.180665,0.44595,0.039743,0.283316,0.092558,0.498405,0.023758,-0.179008,0.525335,0.209423,-0.259637,-0.856166,-0.657223,-0.98486,-0.348881,0.913377,0.314616,0.186507,-0.829505,0.893356,0.230121,0.631387,-0.487568,-0.237799,0.934967,-0.404604,-0.176339,-0.573896,-0.286925,0.5315,-0.171917,-0.476444,-0.913958,-0.77342,-0.274612,-0.650455,0.172929,0.381437,-0.142714,-0.535008,-1.050145,0.292351,0.522894,0.456768,-0.559339,0.535379,0.488934,-0.09108,0.557337,-0.076252,0.806824,0.496951,-0.251225,0.693699,0.350671,0.26609,0.036894,0.055588,0.405184,0.009632,0.686464,-0.348952,0.615093,-0.402262,0.435042,0.564657,0.173412,0.599862,-0.506417,0.574846,0.55035,-0.221928,0.09994,0.048058,-0.641606,-0.834873,-0.162971,-0.026512,0.080006,-0.779897,0.630441,-0.247076,0.174282,-0.039405,0.516492,0.097982,0.114578,0.018711,-0.621888,0.392377,-0.04866,0.381838,-0.319437,-1.089506,0.079972,-0.11835,0.096705,0.159544,0.044804,-0.059836,-0.145285,0.230622,-0.484348,-1.148208,0.16051,0.1268,3.400049,-0.044069,0.657359,0.29975,0.764284,0.728268,0.329425,-0.922647,-0.495528,0.766376,0.261431,0.19384,-0.137235,2
-0.024513,-0.065689,-1.004596,0.564187,0.328251,-0.027127,-0.599057,0.097211,-0.670766,-0.306576,-0.342524,-0.170848,-0.274075,-0.480688,-0.215926,0.194178,0.016356,-0.567855,0.03462,-0.818963,0.323714,-0.150279,0.025345,0.496948,-0.175474,-0.009125,-0.101741,0.546344,-0.234602,-0.069454,-0.173397,-0.147904,0.207768,-0.952738,-0.365677,-0.305981,0.219884,0.256141,-0.772134,-0.633035,-0.829171,0.335372,-0.966768,0.024625,-0.298553,-0.038066,0.170502,-0.217759,0.476207,-0.958455,0.039596,0.226118,-0.36427,-1.48803,-0.05404,0.419439,-0.031763,0.556562,0.240691,0.456137,-0.148233,0.183786,0.003773,-0.242271,0.108049,-0.168068,-0.329875,-0.226852,-0.327297,-0.278182,-0.050422,-0.510251,-0.275581,0.040185,0.064317,0.038405,0.707318,0.312592,0.201805,-0.170896,-0.494553,0.017486,-0.416829,-0.090351,0.027811,0.046387,-0.384368,0.02549,0.374456,-0.360207,-0.03587,-0.129589,0.104372,0.332365,-0.685777,0.03346,-0.366509,-0.046447,-0.57165,-1.043896,0.214784,-0.031709,-0.223928,-0.132636,-0.71019,-0.165309,-0.052404,0.967401,-0.000581,0.091098,0.077557,0.119093,0.027856,0.176567,1.229455,-0.174835,0.118172,0.347827,-0.214862,1.004359,0.271499,-0.034123,0.227713,-0.040633,-0.281455,-0.250046,-0.210567,-0.229117,-0.21927,0.294336,-0.330863,-0.313776,0.141591,0.039947,-1.067717,0.551204,-0.180112,-0.679687,0.531234,0.311547,-0.427531,-0.070081,1.12913,-0.068926,0.250061,-0.399534,0.147357,-0.42008,-0.694334,0.225293,0.074879,0.124551,-0.123792,0.016166,0.077042,0.093235,0.041087,0.283234,0.022135,0.165047,0.4141,0.202658,0.0764,0.615973,-0.309295,-0.083688,0.057695,0.269213,0.638243,0.21267,-0.089669,0.491135,-0.114901,-0.359459,0.356941,0.453451,-0.394519,-0.087583,0.278452,-0.241415,0.23624,-0.095271,0.355776,0.331037,0.168785,-0.064608,0.093792,-0.066126,0.65511,-0.763216,-0.255695,0.276871,-1.037429,-0.209987,0.121356,-0.115114,1.236128,0.571279,-2.101419,-0.247242,2
-0.113394,-0.441254,-0.403692,0.63287,-0.984716,-0.027127,-0.140628,0.024127,-0.348763,-0.104517,-0.156673,-0.034806,-0.723828,-0.051969,-0.593463,-0.031616,0.078598,-0.73533,0.03462,-0.232554,0.472319,-0.673627,-0.037886,0.017631,-0.713057,0.140146,-0.525703,0.574117,-0.083957,0.250851,-0.67657,-0.028436,-0.194183,-0.725111,-0.498905,-0.073393,0.198177,0.564958,-0.348767,-0.312754,-0.025441,-0.510316,-0.918586,0.085447,-0.040387,-0.038066,0.005206,-0.537696,0.15049,0.109826,0.082803,-0.140887,-0.524862,-0.038615,-0.478251,0.57003,-0.231889,0.495131,-0.190315,0.231929,-0.397309,0.029009,0.023506,-0.01158,-0.449367,-0.040883,-0.281002,-1.088427,-0.337,-0.244432,-0.290551,-0.28495,-0.068102,0.479129,0.148637,1.011802,-0.979445,-0.050977,-0.268886,0.075724,0.041187,0.419804,0.286127,-0.237069,-0.478323,0.014781,-0.139484,0.272259,-0.103674,-0.316042,-0.03587,-0.513672,0.540803,0.224257,-0.360872,-0.040153,-0.966909,-0.38141,-0.32989,0.02325,-0.259685,0.299526,0.227491,-0.577122,-0.524603,-0.329654,-0.264488,0.754061,-0.270889,-0.035769,-0.536001,-0.153305,0.027856,0.54568,0.382262,-1.375202,-0.079723,0.347667,-0.56727,0.876651,0.303161,0.073725,-0.691244,-0.511627,-0.416143,0.035717,-0.159541,0.388919,-0.443704,0.166648,0.237245,0.02229,-0.323467,0.59736,-0.099191,0.186942,-0.483921,-1.016536,0.327759,0.36955,0.258458,-0.070081,0.775751,0.530077,-0.158523,-0.335065,-0.386866,-0.765742,-0.276805,0.096404,0.702513,0.808334,0.29132,0.09994,0.134472,0.20154,0.128126,0.29421,-0.040547,0.562898,0.06496,-0.198863,0.0764,0.764559,-0.049253,0.150758,0.603207,0.658275,0.048285,-0.436858,-0.352394,0.151551,-0.024463,-0.539194,0.070425,0.217818,0.614556,-0.240249,0.196983,-0.38119,0.414089,-0.378013,0.230622,-0.593272,0.416923,0.157661,0.576805,-0.278926,-0.096606,-0.224863,-0.402001,-0.542915,-0.511103,-0.426693,0.121356,0.092341,0.498808,0.461669,-1.040764,-0.902571,2
-0.44244,-0.93378,-0.77818,-0.19829,-0.101829,-0.023845,-1.010194,-0.153514,-0.102758,0.070564,-1.160686,-0.485415,0.589509,-1.049883,-0.094764,-0.066435,-0.613999,-0.112572,0.001107,0.178374,-0.283378,0.470012,0.025345,0.20503,-0.34153,-0.421223,-0.16479,0.152029,-0.156618,1.007605,-0.245721,-0.238118,0.174829,-0.469871,0.242774,-0.031383,-0.917571,1.010119,-0.649886,-1.016474,0.289196,-0.47348,-0.805894,0.014487,-0.68727,-0.364404,-0.308502,0.023122,-0.122164,-0.564879,-0.039369,-0.048836,0.41522,0.060984,-1.208381,0.281059,-0.307388,-0.385594,0.551272,-0.821144,-1.057269,0.251003,-0.980068,-0.169731,0.686099,0.191006,-0.820929,-0.841891,-0.940393,-0.653121,0.402746,0.140544,-0.270474,0.319465,-0.139663,0.020687,-1.8506,-0.297097,0.443446,-0.547605,-0.125341,0.714077,-0.046742,-0.155004,-1.049106,-0.215355,-1.247336,-0.342793,0.568103,-0.552839,-1.329884,-0.163789,-0.175602,-0.057805,-0.000865,-0.389643,-0.533768,-0.495044,-0.708438,0.579401,-0.623642,-0.197857,0.332642,0.210759,-1.158335,-0.26467,0.347971,0.119723,-0.138467,0.003467,-0.485328,-0.524519,0.027856,0.991638,0.319196,-0.020545,-0.217395,0.217135,-0.573271,0.108154,0.663463,0.038051,-0.368887,0.124348,0.171671,0.721023,-0.298103,-0.983951,-0.059286,-1.533965,0.396325,-0.741895,-0.073387,-0.197914,-0.997623,0.230868,-0.297136,-1.086733,0.001269,0.048629,-0.908844,-1.144465,0.742046,0.216518,0.203092,-0.034961,-0.996437,-0.533641,-0.991874,-0.500525,0.685104,0.133348,0.566635,-0.148664,0.077042,1.097438,0.928356,0.351299,-0.093732,-0.107657,0.396114,-0.519339,0.390109,-0.00274,-0.576798,-0.531395,0.333395,0.107508,-0.149473,-0.466518,-0.16929,-0.045869,-0.140602,-0.360379,-0.148321,0.140917,0.843039,-0.242846,0.831667,-0.615982,0.632801,-0.168468,2.454705,-0.529274,0.666509,0.049762,-0.546526,-0.970768,-0.670866,-0.571865,-0.495708,-0.022766,-0.704863,-0.500653,1.081101,0.092341,-0.503582,-0.547534,-0.548019,-0.54088,2
-0.056491,-0.065794,-0.15109,-0.19829,-0.733847,-0.411359,-1.523328,0.024127,-1.33064,-0.265419,-0.0455,-0.863058,-1.388482,-1.348534,0.003186,-0.464239,-1.023194,-0.670055,0.03462,-1.471579,0.030238,-0.25809,0.025345,0.043483,-1.209908,0.623015,-0.360858,0.384498,-0.369817,-0.340704,-1.503781,-0.81523,-0.895629,-0.955782,0.161707,-0.78349,-0.041329,1.3804,-0.064027,-0.027299,-0.025441,-1.126374,-0.062885,0.159402,-0.994255,-0.194785,-0.789591,-0.893253,-0.448435,-0.055579,-1.043955,-0.235184,-0.91631,0.974815,-0.05404,0.542235,-0.972192,0.920517,-0.117613,-0.540769,-0.905529,0.89024,-0.02037,-0.903685,0.58507,-0.040883,-1.366897,-1.400225,-1.003035,-0.525033,0.740502,-0.533622,-1.171241,0.050301,-0.413441,0.038405,-1.08987,-0.245611,-0.399209,-0.589261,-1.182144,0.831431,-0.046742,-0.028364,-1.208597,-0.033329,0.122528,-0.456999,1.679486,-0.751495,-0.03587,-0.032281,0.042438,-0.344166,-1.061514,-0.258424,-1.670563,-0.662522,-0.548025,0.507739,-0.358997,-0.232638,0.757484,-0.529205,-0.067701,-1.287654,-0.587953,0.318677,-0.704543,0.00381,-1.097207,-0.129438,0.027856,1.729279,1.281011,-1.206257,-0.015422,0.207205,-1.448366,0.0336,0.617847,0.978469,-1.446988,-0.957034,-0.520925,-0.778182,-0.373846,0.101706,-0.644478,-0.767186,0.804531,-0.895682,-0.233082,-0.565399,-1.502322,0.613104,-1.094467,-0.109261,0.708726,0.048629,-0.679557,-0.070081,0.856946,0.402303,-0.620522,-1.016178,-0.067558,-1.526019,-0.652785,0.550627,0.136832,0.146255,-0.394351,0.165593,0.505464,1.4071,0.895662,0.53065,-0.183543,0.254384,-0.211457,-1.559255,0.496647,0.28268,-0.344728,-0.560435,0.259387,-0.3153,0.38829,-0.871063,-0.539639,0.497314,-0.490569,-1.320596,-0.770733,0.463113,-0.098067,-1.558231,0.673179,-1.60177,0.893411,-0.217282,1.523282,-0.252627,0.81713,0.448147,-0.030604,-0.103373,-0.261525,-1.382451,-1.378236,0.006412,-0.984649,-1.281288,1.46044,-0.122375,1.040812,0.144677,0.235316,-0.811302,2
