GI_21729887-A,GI_13787188-A,GI_40254432-S,GI_42659113-S,GI_19923309-S,GI_6006027-S,GI_4757909-S,GI_21389588-S,GI_5453687-S,GI_16936521-S,GI_34328938-A,GI_25777740-S,GI_22027631-I,GI_37550393-S,GI_39725953-S,GI_31982893-S,GI_7662281-S,GI_34106709-A,GI_23346417-S,GI_23312375-A,GI_22095374-S,GI_38455386-S,GI_21361309-S,GI_5803118-S,GI_38788154-I,GI_5803174-S,GI_42403584-A,GI_31442419-S,GI_20336241-S,GI_25952086-S,GI_40806213-S,GI_21362109-S,GI_42734372-S,GI_13787214-I,GI_33598967-S,GI_31342420-S,GI_10518505-A,GI_21359847-S,GI_40538800-S,GI_19923751-S,GI_28916697-S,GI_18379345-S,GI_30410789-A,GI_24308026-S,GI_37540466-S,GI_37540257-S,GI_19311005-S,GI_18677732-S,GI_39995097-S,GI_31742495-S,GI_7706352-S,GI_6382080-S,GI_31621308-S,GI_21327704-A,GI_8923931-S,GI_22749412-S,GI_23503316-S,GI_24308361-S,GI_37574699-S,GI_42657580-S,GI_20070311-S,GI_16306551-S,GI_42658518-S,GI_23312363-A,GI_39725713-S,GI_20547782-S,GI_17402885-I,GI_34303921-S,GI_34577117-S,GI_37546824-S,GI_25952130-S,GI_27735148-S,GI_7705613-S,GI_37537553-S,GI_19923454-S,GI_37541815-S,GI_33239448-S,GI_31317289-A,GI_13899226-S,GI_24308154-S,GI_40255263-S,GI_42658506-S,GI_22748764-S,GI_38455407-S,GI_24308234-S,GI_4557806-S,GI_4502100-S,GI_4757861-S,GI_39725653-S,GI_27735120-S,GI_4505730-S,GI_7662287-S,GI_7706670-S,GI_32130535-S,GI_27475984-S,GI_37549246-S,GI_16950598-S,GI_21618332-S,GI_22035675-S,GI_31543291-S,GI_17738313-S,GI_31083027-S,GI_41393562-I,GI_6996017-S,GI_19923880-S,GI_5730054-S,GI_31542758-S,GI_18152778-S,GI_38348409-S,GI_14149980-S,GI_20531764-S,GI_42661202-S,GI_7705784-S,GI_45120095-S,GI_14249537-S,GI_24308441-S,GI_8923558-S,GI_40385863-S,GI_28872764-A,GI_22749254-S,GI_7710156-A,GI_4557248-S,GI_31377716-S,GI_6005992-I,GI_17999533-S,GI_42660513-S,GI_31317285-A,GI_24308052-S,GI_14589915-I,GI_34147373-S,GI_33942071-S,GI_27532983-A,GI_14249127-S,GI_31377808-S,GI_17402894-A,GI_14149858-S,GI_20127565-S,GI_34222316-S,GI_21536290-S,GI_22749340-S,GI_5803014-S,GI_31543612-S,GI_4585642-S,GI_19923535-S,GI_40255112-S,GI_19923938-S,GI_28872758-A,GI_24431943-S,GI_7661567-S,GI_30474869-I,GI_11184225-S,GI_34328935-S,GI_40316923-I,GI_5922012-S,GI_22208956-S,GI_17978465-S,GI_7706676-S,GI_13518031-S,GI_32528302-S,GI_21389432-S,GI_23397461-S,GI_4503064-S,GI_21700762-S,GI_24307912-S,GI_14150026-S,GI_33186924-S,GI_37541570-S,GI_18765691-S,GI_38201613-A,GI_40217816-S,GI_24308335-S,GI_40538791-S,GI_14149729-S,GI_7661807-S,GI_39777591-S,GI_34147355-S,GI_32129213-S,GI_31343332-S,GI_21389570-S,GI_29740938-S,GI_45446748-S,GI_20336215-A,GI_40018630-A,GI_30795214-A,GI_41349438-I,GI_31341135-S,GI_39995085-S,GI_31317226-S,GI_20127497-S,GI_34222111-S,GI_5032026-S,GI_34222302-S,GI_29570789-I,GI_34222347-S,GI_32698981-S,GI_42741658-S,GI_42657464-S,GI_31542979-S,GI_21614543-S,GI_22095354-S,Classes
-0.169826,-0.180567,-1.030779,1.055693,0.089171,-0.027127,0.046235,0.621573,-0.149157,-0.155661,-0.0455,-0.037405,-0.689626,-0.16871,0.003186,-0.207473,0.284849,0.297954,-0.616264,0.304696,0.143276,-0.077809,0.025345,0.203733,-0.560033,-0.619362,0.080489,0.361502,-0.361215,-0.047025,-1.174999,-0.248311,-0.283704,-0.182622,-0.539107,-0.903197,-0.041329,-0.588452,0.109978,-0.064203,-0.025441,0.175219,-1.031508,-0.120532,-0.860316,-0.446381,-0.124263,-0.372558,0.447059,-0.055579,-0.3469,-0.067804,-0.462638,-0.073185,-0.05404,0.44353,0.038632,0.272778,0.293043,0.565757,0.36164,0.168369,-0.02037,-0.01158,0.18711,0.127307,0.067038,-0.444431,-0.115079,0.249434,0.155376,-0.041858,-0.535642,0.216837,-0.412453,-0.052012,-0.485383,0.150589,-0.25067,-0.466025,0.327437,-0.125135,-0.046742,-0.120521,0.321673,0.073249,0.122528,0.298695,-0.814798,-0.075348,-0.03587,-0.257045,0.346085,0.081704,0.139902,0.050042,-0.254339,-0.206777,0.178917,0.543618,-0.077366,-0.047383,0.277963,-0.303516,-0.067701,-0.222437,-0.05827,0.526285,-0.365475,0.074782,0.194486,0.672367,-0.086722,-0.183226,0.62739,-0.289767,-0.233022,-0.15017,-0.146543,0.133075,0.061305,0.704569,0.222672,-0.883207,-0.056956,-0.283256,-0.227813,0.082853,-0.333924,0.222313,0.167641,0.067296,0.382162,0.1723,-0.254677,-0.551379,-0.992865,-0.269084,-0.123822,0.44714,-0.05412,-0.388296,0.151302,0.092049,-0.732517,0.122688,-0.097363,-0.365867,-0.396996,0.079353,-0.130091,-0.19533,-0.697914,0.635411,0.001322,0.438612,-0.819013,-0.187742,-0.114938,-0.000814,0.239129,0.130807,1.061896,0.125428,-0.06049,-0.369447,0.715995,0.107508,0.048285,0.211913,-0.174471,-0.599757,-0.024463,0.243112,0.069581,-0.171156,-0.377157,0.307605,0.1037,-0.404749,0.371067,0.232608,-0.042208,0.346591,0.335677,1.015382,-0.00601,0.388138,-0.348685,-0.43507,-0.889143,-0.028183,0.026469,-0.342683,-0.062782,-0.664389,0.036989,-0.076576,-1.998774,-0.199154,2
-0.134623,-1.22491,-2.464353,-0.684653,-0.949994,0.099409,-1.566047,-0.444896,-1.630542,-0.922521,0.008562,-0.454836,-1.121914,0.748918,-0.185324,-0.252537,-0.611026,-0.113602,-0.732959,-1.006619,-0.69025,-1.195731,0.503324,0.017631,-0.742203,-0.799195,-0.147603,-0.787471,-1.745814,-0.070143,-0.592086,0.456437,-0.779406,-0.257213,0.118619,-0.344682,-0.751293,0.120318,-0.649147,0.071052,-0.044462,-0.843246,-0.195985,0.273046,0.201328,0.76229,-0.887974,-1.241058,-0.517559,-0.377412,-0.305089,-1.505097,0.245786,-1.637613,-0.106631,-0.692402,-0.034545,-0.846009,-1.014526,-1.201523,-0.238473,-0.658952,-0.288434,0.45333,0.190943,-1.326282,-0.415337,0.008385,-0.366188,-1.424811,-1.324771,-0.185509,0.317114,-0.803427,0.533711,-0.017513,-0.648259,-0.253053,-0.992107,0.637464,-0.227421,-0.662753,0.06931,-0.600694,-0.619413,0.285414,1.627701,-0.484766,-1.248424,-0.789664,0.454851,-0.046469,-0.708583,-1.076164,-1.489016,0.099005,-0.221256,-0.516059,-0.085896,-0.780765,-0.296204,-0.446482,-2.580725,-1.530136,-0.098301,0.156615,-0.638437,0.055093,-0.178934,-0.807568,-0.543157,-0.000978,-0.719146,-1.060905,-1.859071,-0.915632,-0.175871,-0.059838,-0.668302,-0.576504,-0.457237,0.018732,-0.669163,-0.454745,0.024161,-1.110406,0.278052,-0.677613,0.070242,-0.303298,0.601068,-0.205606,-0.157219,-0.264867,-0.264838,-1.678902,-0.151753,-0.407994,-0.677486,-0.938095,0.207223,-0.447585,-1.792232,0.206069,-1.427851,0.142411,-0.378764,-0.399894,0.165401,0.494036,0.808387,-1.673565,1.610149,0.732248,-0.379327,-0.485286,-0.115549,-0.099381,-0.852568,0.824762,-0.194984,-0.916147,0.101491,-0.626018,0.369076,0.157838,-0.727963,-0.48682,-0.026908,-0.432293,-0.351344,-1.974901,0.097889,-0.81153,0.716171,-0.856782,-0.336555,-0.254786,-0.720225,-0.493178,-1.52816,-0.286705,-0.011933,-0.11437,-1.70141,-0.237154,0.044324,-0.675361,0.221126,-0.949026,0.480632,0.240979,-0.054249,-0.109941,-0.312052,0.092402,-0.988867,-0.205629,1.24524,0.1247,2
-0.134623,-0.065794,-0.15109,-0.19829,-0.046209,-0.027127,-0.120697,0.024127,-0.192978,-0.095153,-0.0455,-0.037405,-0.10622,-0.051969,0.003186,-0.031616,-0.088804,-0.113602,0.03462,-0.176604,0.363409,-0.077809,0.025345,0.017631,-0.047658,1.634647,-0.411039,0.557528,-0.826507,-0.047025,-0.020341,-0.028436,0.400584,-0.081936,0.804307,-0.085996,-0.041329,0.436232,-0.064027,-0.027299,-0.025441,-0.100285,-0.062885,0.912165,-0.040387,-0.038066,-0.060771,-0.121753,-0.114857,-0.055579,-0.040115,-0.067804,-0.0516,-0.07442,-0.05404,1.136997,-0.04224,1.339978,-0.047945,-0.020155,-0.001211,0.838638,-0.02037,-0.01158,0.047789,-0.040883,-0.089803,-0.134089,-0.065225,-0.040665,0.362897,-0.041858,-0.068102,0.050301,1.23498,0.038405,-0.122827,-0.050977,-0.135324,1.046904,-0.069726,-1.002034,-0.046742,-0.028573,-0.116803,0.073249,2.322456,-0.035677,2.20362,-0.075348,-0.03587,-0.032281,0.135834,0.909106,-0.185985,-0.074016,-0.077094,-0.124585,-0.045534,-0.067358,-0.077366,-0.047383,1.229494,-0.075937,-0.067701,-0.118068,-0.124206,0.061566,-0.032617,-0.035769,-0.093189,0.258754,0.027856,2.903856,1.924803,-0.096241,-0.015422,-0.052722,-0.093239,1.473757,0.95799,0.754305,-2.020346,-0.072815,-0.056956,-0.290403,-0.042744,0.446408,-0.174223,-0.087989,0.085927,-0.05901,-0.054769,-0.081549,-0.060436,1.236277,-0.041414,-0.109261,0.715689,0.048629,-0.05412,0.58253,1.801871,0.092049,-0.204211,-0.035862,-0.067558,-0.125811,-0.044866,1.017172,0.074879,1.013216,0.53218,1.933381,0.355344,1.405334,1.152006,0.84034,0.926636,0.123978,0.863367,-0.159064,0.506889,0.327933,-0.049253,0.875503,0.340567,0.569617,0.048285,-0.101896,-0.059442,0.7035,-0.024463,-0.062972,0.069581,0.734609,-1.105213,-0.133961,0.159544,-0.123148,2.413767,-0.085035,2.265207,-0.048945,1.974042,0.861002,0.093792,-0.103373,0.448195,-0.117823,-0.063052,0.223094,-0.052364,-0.061387,1.080529,0.276996,1.260292,0.647251,0.909837,-0.06533,2
-0.134623,-0.227704,0.007402,-0.477508,0.121516,-0.027127,0.652594,0.024127,-0.244999,-0.113994,-0.0455,0.024186,0.781377,0.102529,0.213961,-0.369684,0.449651,-0.021842,-0.066628,-0.142161,0.368896,0.008332,0.025345,-0.55637,0.510636,-0.292197,0.385483,0.125484,0.226556,0.447757,1.146596,-0.217193,0.412283,-0.418827,-0.081961,0.696946,0.062182,0.353161,0.513662,-0.02567,0.236465,-0.118989,0.840335,0.152159,-0.219162,0.907945,0.716503,0.053234,-0.143013,-0.055579,0.695523,-0.000843,-0.061943,-0.241382,-0.05404,0.215311,-0.529398,0.161818,0.617218,0.377132,-0.358741,0.029009,-0.436138,0.826569,-0.499337,0.256623,0.143529,-0.218553,-0.75364,-0.454574,0.139026,-0.099798,0.37907,0.108185,-0.340764,0.038405,0.436172,-0.267938,-0.312844,0.075724,0.129723,0.889105,-0.046742,0.088457,-0.244337,0.073249,-0.129286,-0.316908,-0.008809,-0.531354,-0.372756,0.06614,-0.173373,-0.292975,0.820292,0.623209,0.302763,-0.247752,0.367302,-0.544713,-0.077366,-0.047383,0.696132,-0.278384,-0.340319,0.333188,0.22678,0.061566,0.187459,-0.052726,-0.074026,-0.495464,-0.339953,-0.732854,0.276362,1.07517,-0.1742,0.031183,0.333353,0.014107,0.565236,-0.93416,0.321839,1.063495,0.016585,0.844872,0.273536,0.326915,0.563395,-0.141308,0.109542,-0.095055,0.332293,0.330968,0.719091,0.267845,-0.176558,0.776011,-0.632804,-0.363271,-0.428699,-0.183502,0.190852,-0.426841,0.832582,-0.210165,-0.067558,0.845692,-0.058148,0.096404,-0.550173,0.755896,-0.142383,-0.340275,-0.188792,-0.101781,0.109453,-0.172711,-0.157731,-0.546094,0.670672,0.903621,-0.064991,0.340111,0.213228,-0.003624,0.041641,0.107508,0.048285,0.456215,0.648474,0.206046,-0.236133,0.754788,-0.272759,0.487238,0.729918,0.754892,0.23978,0.663467,0.111878,0.185475,2.187326,-0.161316,-0.130063,-0.066951,-0.723355,0.945433,-0.346834,0.856287,0.163729,-0.353346,0.7128,0.607176,0.001004,-0.349268,-0.35832,-0.159796,-0.818402,-0.029489,2
-0.544195,-0.161968,-0.358563,0.855234,-0.046209,0.412083,-0.6347,0.09568,-0.313066,-0.04478,-0.330214,-0.037405,-0.792275,-0.10018,0.003186,-0.436228,-0.607769,0.605689,-0.304058,0.146536,0.030238,-1.260666,0.781139,0.017631,-1.225687,0.945621,-0.078933,0.586103,-0.694909,0.125637,-0.020341,0.380104,0.32793,-0.081936,-0.500794,-0.085996,0.023355,-0.50423,-0.322812,-0.027299,-0.054706,-0.190354,-0.062885,-0.519167,-0.218865,-0.061576,-0.644323,-0.486595,-0.465177,0.078166,0.171062,-0.035214,-0.3031,-0.71147,-0.182428,0.035878,-0.37372,0.187122,-1.218468,-0.912048,-0.17938,0.986209,0.134506,-0.211899,-0.46646,-0.929028,-0.518132,-0.574497,-0.063818,-0.189057,-0.612275,-0.057491,-0.837683,0.050301,-0.018939,0.039884,-0.122827,0.465301,-0.22103,0.301845,-0.57363,0.092085,0.986696,-0.420648,-0.165124,0.073249,-1.159138,-0.116679,0.155196,-0.552742,0.32548,0.22105,0.062237,0.622043,-0.416996,-0.234067,-0.106901,-0.381606,-0.045534,-0.520314,-0.139159,0.207861,0.104002,0.022809,-0.235184,-1.148182,0.238841,0.244117,-0.468077,0.299934,-0.23785,-0.306444,0.215144,0.591131,-0.170056,-0.096241,0.236576,-0.653704,-0.366515,0.604807,0.248122,0.653586,-0.130494,-0.71382,-0.576517,-0.768182,-0.042744,0.139908,0.012283,-0.396208,0.013621,0.032565,-0.733462,-0.613414,-0.339539,-0.131771,0.01527,-0.71504,0.266956,0.067675,-0.358437,-0.169039,-0.035163,0.30203,-0.282826,-0.035862,0.697707,-1.231131,-0.364209,0.162202,0.614705,-0.257948,0.836358,0.392693,0.31487,0.276887,-0.455554,0.353117,-0.066203,0.288154,0.336188,-1.564939,0.2649,-0.050777,0.068657,0.058416,0.057695,0.505675,0.328209,-0.365615,-0.751764,-0.144659,-0.387235,-0.062972,0.157162,0.055579,-0.018319,-1.122375,0.83818,-1.333098,0.504245,-1.292799,-0.570115,-0.576796,-0.069607,0.06291,0.486801,-1.129935,0.14697,-1.511311,0.113741,-0.216881,-0.234661,-0.911,0.529965,0.487211,0.07193,0.542456,0.305232,-0.507071,2
-0.134623,-0.065794,-0.15109,-0.04509,-0.046209,-0.027127,-0.120697,-0.120087,-0.192978,-0.101594,-0.0455,-0.037405,-0.10622,-0.576046,0.003186,-0.451132,-0.088804,-0.309036,0.229977,-0.233486,0.464266,-0.433966,0.368706,0.017631,-0.047658,0.390788,-0.446507,0.342986,-0.221914,-0.047025,-0.020341,-0.028436,-0.263279,-0.486768,-0.042882,-0.085996,-0.041329,-0.202456,-0.332553,-0.199251,0.483435,-0.100285,-1.333083,-0.069109,-0.040387,-0.038066,-0.915081,-1.008681,-0.114857,-0.055579,-0.040115,-0.067804,-0.044847,-0.07442,-0.059453,0.334187,-0.038705,0.255848,-0.047945,-0.643122,-0.235293,0.161018,-0.360536,-0.111423,0.432374,-0.040883,-0.931579,-0.134089,-0.671823,-0.116189,-0.164443,-0.041858,-0.048638,0.076445,0.931619,0.290577,-0.122827,-0.475847,-0.135324,0.293468,-1.536484,-1.300394,-0.046742,-0.734428,-0.525553,0.170217,0.701214,0.015615,-0.485662,-0.075348,0.01361,-0.130217,-0.167436,0.527858,-0.488098,-0.329788,-0.210008,-0.782244,-0.347803,-0.241286,-0.077366,0.091702,0.038939,0.947614,-0.16212,-1.058173,-1.365058,0.418045,-0.032617,-0.261705,-1.197982,-0.392885,0.338849,0.855041,0.501547,-1.437826,0.301103,-0.339251,-0.093239,0.423057,0.508294,0.045555,-1.26446,-0.072815,-0.439334,-0.036284,-0.85141,-0.104226,-0.279161,-0.271921,0.67771,-0.153463,-1.555271,-0.081549,-0.060436,0.10694,-0.041414,-1.749912,0.877472,0.22617,-0.05412,-0.252843,0.091321,0.567629,-0.131537,-0.130857,0.103171,-0.125811,-0.399686,0.738012,0.615513,0.163949,0.134206,1.294207,0.480566,0.804226,-0.117147,0.540052,-0.192786,0.054902,-0.422382,-1.133497,0.226002,0.373098,0.321198,0.174534,0.106309,0.614109,0.103702,-0.765105,-1.018648,0.576041,-0.425214,-0.062972,0.443566,0.217264,0.195217,-1.31086,0.848622,-2.097002,-0.212381,-1.455533,0.360853,-0.644786,0.923786,0.368424,0.877575,-1.029876,0.458326,-0.117823,-0.063052,-0.44542,-0.878986,-1.234252,0.294435,0.595208,0.451311,0.565997,1.44359,-0.358129,2
0.784188,-0.583698,0.474721,0.129831,0.108926,-0.266189,-0.307262,-0.681109,0.921924,0.293298,-0.167422,0.054561,0.31793,-0.031779,-0.326392,0.18791,0.368383,-0.399696,0.351105,0.73551,-0.498399,0.547736,-1.203073,0.739295,0.014138,-1.154287,-0.338105,-1.165942,0.331021,1.224723,0.169066,-0.319301,-0.009775,0.190454,0.053348,0.37522,-0.192708,-0.183408,0.581689,0.081261,-0.4666,-0.466107,0.206929,-0.248504,-0.613183,-0.91424,0.418899,0.586537,-0.501786,-0.244574,0.425474,0.374579,-0.550994,1.623337,-0.533243,-1.008397,0.413427,0.135409,0.499652,-0.196776,-0.085243,-0.057054,-0.00766,-0.250898,0.547815,0.036066,0.616122,0.058485,0.306885,0.147896,0.093252,0.19052,-0.419988,0.330463,-0.265564,-0.278399,0.766364,-0.034901,0.580163,-0.771658,0.978375,0.043091,-0.602406,0.163547,0.543784,-0.394236,-0.649239,0.321872,-0.933006,-0.043506,-0.78973,0.188022,-0.060865,-0.450286,0.781701,0.319548,-0.05949,0.349017,-0.281536,0.276971,0.369593,0.081784,-0.355446,0.783107,-0.18125,0.433863,0.358964,-0.109605,0.030874,0.097724,0.415757,0.315696,-0.244707,-1.086404,-0.081665,0.876511,-0.112191,0.542159,0.020348,-0.126855,-0.377731,-0.697236,0.417663,0.662005,0.112677,0.492032,-0.140343,-1.128401,-0.031494,0.007899,-0.406877,0.106422,0.192466,0.61025,-0.248603,-0.834874,-0.4272,-0.121883,-1.124198,0.35523,0.018984,-0.218816,-0.117998,-0.29243,1.780821,-0.273228,-0.248037,0.012092,-0.393293,-0.071502,0.079921,-0.508182,-0.216711,-0.757054,-0.022546,-0.32441,-0.540139,-0.176733,-0.131112,-1.257391,-0.760832,0.709988,-0.217858,-0.402424,-0.184034,-0.200413,-0.395158,-0.001742,-0.087476,0.159252,0.546265,-0.722015,-0.066347,0.199023,-0.016363,-0.188852,0.572473,0.583877,-0.884682,0.47488,-1.426713,0.40428,-0.467233,0.28921,-1.229043,-0.074163,0.187109,-0.449012,-0.864157,0.192019,-0.158419,0.241161,-0.206414,0.101779,-0.188954,-0.957074,0.192716,-0.618546,-0.969618,-0.117592,2
0.564755,0.357298,1.47691,1.389357,-1.033515,-0.099084,-0.120697,0.122884,0.458164,0.43218,0.735448,0.015858,-0.595341,0.241056,-0.447575,-0.386139,-0.087872,0.077326,-0.898853,1.424574,-0.217132,0.183216,0.305244,-0.082547,-0.651304,0.140146,-0.236045,-0.771852,0.628059,0.501693,0.715616,0.472421,-0.079532,0.066108,-0.552251,0.716228,-0.292168,1.071433,-0.402439,-0.242414,-0.092483,0.154072,-0.171247,-0.042214,0.133593,0.388302,-0.013894,0.142254,-0.470954,-0.022997,-0.881,0.196434,0.466907,0.285683,0.345208,-0.183578,0.496898,-0.087727,-0.012659,-0.002511,0.285625,1.377521,0.359581,-0.112399,0.437594,-0.469641,-0.369175,0.005037,-0.116363,0.088028,-0.227085,-0.673961,0.036646,-0.059869,0.031776,1.075876,-0.038223,0.085203,0.151191,0.232351,-0.110986,0.049617,1.078802,0.273377,-0.170896,0.68066,-0.462726,0.325789,-0.682065,0.141876,0.282916,-0.164859,-0.807822,0.183506,0.15254,-0.375909,-0.209543,0.097413,-0.63431,1.454172,-0.232804,-0.004453,-1.922509,0.779457,-0.21066,-0.065776,0.290238,0.210177,-0.123319,-0.419118,-0.103192,0.313489,-0.291574,0.026017,-1.615805,-0.572886,-0.043431,0.632382,-0.655106,-0.208987,-0.015201,0.352433,0.046294,0.03864,-0.070553,-0.183943,-0.067197,0.101706,0.259447,0.565406,0.032398,-0.178855,-0.415537,0.516362,0.125347,0.186942,-0.055198,-0.297815,1.579925,-0.442808,0.360765,-0.290939,-1.785015,0.143689,0.574746,-0.010096,0.111305,-0.370958,0.071354,0.318142,-0.040635,-1.056256,-0.124068,0.065227,-0.12067,0.765492,-0.116807,0.537216,0.135712,0.50287,0.382735,0.16044,-0.693841,-0.617749,0.059199,-0.399444,-0.246684,-0.344827,-0.029474,-0.628878,-0.476997,0.151551,0.048747,-0.524152,-0.065017,-0.823412,0.978,-0.558298,0.516158,0.132562,-0.194402,-0.070008,-1.288757,0.045499,0.035451,0.254397,0.007072,-0.498725,0.508078,-0.354712,-0.077788,0.040685,0.028287,-0.395356,0.330125,-0.095453,-0.122737,-0.552082,-0.660953,0.095421,2
-0.324688,-0.065794,-0.15109,0.21827,-1.548773,-0.594956,-0.948142,-0.033439,-1.749059,-0.371129,-0.346311,-0.098583,-1.695244,-0.557258,0.003186,-0.031616,-0.946569,-0.113602,0.03462,-1.0474,0.030238,-0.331571,-0.001336,-0.150691,-0.047658,0.44563,-0.627447,0.885765,-2.184336,-0.199372,-0.020341,-0.001767,0.035741,-0.669396,-1.000489,-1.300862,-0.397303,-0.183007,-0.648552,-0.255486,-0.769817,-0.763699,-0.940837,0.431323,-0.573379,-0.554782,-0.060771,-0.928718,-1.19557,-0.410095,-0.810232,-0.929885,-0.190579,0.001918,-0.026954,-0.089454,-0.202072,0.270454,-0.789601,0.038598,-0.195833,-0.169163,0.090725,-0.542351,0.044613,-0.040883,-1.267889,-1.042175,-1.121462,-0.064998,0.360674,-0.324977,-0.024311,-0.128377,0.598486,0.339351,-0.709223,-0.392108,-0.834811,0.735573,-1.609357,-0.131251,0.416284,0.114988,-0.81998,0.77817,0.355727,-0.270324,0.40283,-0.343142,0.150038,-0.834242,-0.339085,0.279717,-1.3491,-0.398684,-0.930236,-1.41394,-0.743748,0.222825,-0.913128,0.358388,0.856365,-0.072309,-0.395581,-1.660486,-0.925001,0.052396,-0.162577,-0.125592,-1.267067,-0.423878,-0.361432,0.28232,0.843514,-0.096241,-0.406665,0.446568,-0.837657,-0.347486,0.06967,0.127496,-2.147194,-1.603304,-1.266124,-2.02856,-0.275991,0.239858,-0.303567,-0.449145,0.175689,-1.172751,-1.818652,-0.271083,-0.747958,0.272644,-0.187785,-0.109261,1.009186,0.680335,-0.064556,0.152251,0.565347,0.634489,-0.796063,-0.28026,-0.012025,-1.584914,-0.360497,1.054506,-0.561337,0.045125,0.115785,0.889276,0.039402,0.546123,0.780833,1.035134,-0.99555,0.710086,0.073153,-2.657614,-0.182932,0.129014,-0.639106,-0.239399,0.057695,1.049262,0.475681,-1.284092,-0.752029,0.776175,-0.15847,-1.289542,1.072421,0.196093,0.201455,-1.732596,0.934342,-2.020491,0.42746,-1.032264,-0.561083,-0.005508,0.358887,0.467717,0.528909,-1.780081,0.781262,-1.7205,-0.903392,-0.30205,-0.812684,-1.604237,0.410043,0.098361,0.035104,0.496236,0.638346,-0.423075,2
-0.134623,-0.065794,-0.15109,-0.19829,-0.046209,1.50314,-0.370718,0.784337,-0.192978,-0.095153,0.783898,-0.307701,-0.10622,-0.638411,0.003186,-0.031616,-0.088804,-0.113602,0.228068,-0.176604,0.030238,0.005414,0.381807,0.017631,-0.047658,0.607644,-0.078933,-0.169669,-0.221914,-0.599635,-0.020341,-0.346379,0.110539,-0.429055,-0.662857,-0.085996,-0.156896,-0.665852,0.228612,-0.027299,-0.274566,-0.100285,-0.062885,0.181427,-0.040387,-0.532647,-0.638531,-0.121753,-0.114857,0.305359,0.209926,-0.67377,0.133938,-0.368872,0.139252,0.612703,-0.122267,-0.053525,-0.318516,0.049434,-0.071975,0.029009,-0.365997,-0.24041,-0.144332,-0.040883,-0.633851,-0.134089,-0.765435,-0.681978,0.272611,0.185459,-0.342166,0.050301,0.584417,0.651598,-0.122827,-0.367295,-0.135324,0.643252,-0.069726,0.092085,0.176489,-0.148966,-1.19348,1.232295,0.407737,-0.086474,0.119714,-0.225827,0.119472,-0.032281,0.028761,0.82064,-0.185985,-0.399758,-0.077094,-0.124585,-0.234962,-0.834771,-0.562809,0.331842,0.626991,-0.496673,0.665318,-0.118068,-1.988048,0.651645,-0.032617,-0.445617,-0.801778,-0.078928,0.027856,1.272764,-0.140203,-0.096241,-0.175936,-0.414447,-0.860645,0.296412,0.061305,0.073725,-2.66334,-0.072815,-0.056956,-0.036284,-0.030161,-0.013561,-0.159468,-0.67843,0.422809,-0.489549,-0.054769,-0.081549,0.031282,0.55655,0.633144,-0.109261,1.029938,0.319678,0.576624,-0.285383,0.006963,0.499302,-0.204211,-0.035862,-0.067558,-1.587475,0.294524,1.581169,0.278823,0.072778,-0.125672,0.618336,-0.192505,1.165861,0.6889,1.109993,-1.453046,0.697306,0.073153,-0.159064,0.334043,0.386082,0.280687,0.058416,0.107472,0.930745,0.617083,-1.236465,-0.059442,0.151551,0.367668,-1.020944,0.671377,0.10618,-0.681626,-0.133961,1.146797,-0.123148,1.104785,-0.085035,0.61956,-0.613847,0.697796,-0.32065,1.091884,-0.103373,0.541342,-0.117823,0.273945,-0.080648,-0.25736,-0.061387,0.950247,-0.433394,0.011737,0.943067,2.885575,0.049578,2
